都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,POIコード,住所,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,説明,バリアフリー情報,URL,備考,郵便番号,アクセス方法,駐車場_有無,駐車場情報,料金_要否,料金(基本),料金(詳細),利用条件_有無,利用条件_詳細,託児所_有無,託児所_詳細,画像,画像_ライセンス,画像_詳細,最終確認日
130001,0000000087,東京都,,城北中央公園,ジョウホウクチュウオウコウエン,,1003a,東京都板橋区桜川一丁目、小茂根五丁目、練馬区氷川台一丁目、羽沢三丁目,,139.677579,35.757429,03-3931-3650,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。※営業時間等はサービスセンターへお問い合わせ下さい。,石神井川沿いの起伏に富んだ敷地に、野球場、競技場などの運動施設を備えた、23区北部における最大の運動公園です。ここでは木々の緑の映える中で、存分にスポーツを楽しむことができます。また、児童公園や広場にも樹木が多く、散策も楽しめます。この公園の前身は、昭和17年の防空緑地。それが戦後の都市公園計画に引き継がれ、32年に上板橋緑地として開園しました。45年から現在の名称になっています。,,https://www.tokyo-park.or.jp/park/format/index022.html,,179-0084,東武東上線「上板橋」下車　徒歩15分 東京メトロ副都心線「氷川台」(F05)・東京メトロ有楽町線「氷川台」(Y05)下車　徒歩20分,1,営業時間：24時間。利用料金：高額紙幣（一万円札、五千円札、二千円札）はご使用になれません。 普通車1時間まで200円、以後30分毎に100円。駐車台数66台（うち身障者用2台）。臨時駐車場有。,0,,一部有料施設あり,0,,0,,,,,2019-03-28
130001,0000000088,東京都,,浅間山公園,アサマヤマコウエン,,1003a,東京都府中市浅間町四丁目、若松町五丁目 ,,35.680157,139.500427,042-361-6861,,,,月火水木金土日,0:00,0:00,,多摩の台地が古多摩川や他の河川で削られ、小高い丘として残ったもので、堂山（標高80ｍ）、中山、前山の３つの頂をもっています。すぐ近くに多磨霊園、武蔵野公園、野川公園、府中の森公園、武蔵野の森公園があり、散歩やピクニックに好適です。  浅間山には、浅間神社、水手洗（みたらし）神社、人見四郎の墓跡があり、昔は、近隣農家の農用林としての役割も担っていました。戦時中は、一時陸軍に接収され、火薬庫代わりに使われていましたが、戦後、地元に払い下げられ、昭和45年に公園として開放しました。  現在は貴重な自然景観として、浅間山自然保護会、府中野鳥クラブ等のご協力により、保全されています。 ,,http://musashinoparks.com/kouen/sengenyama/,,183-0001 ,JR中央線「武蔵小金井」から京王バス　東府中行き「浅間山公園」下車すぐ京王線「東府中」から京王バス　武蔵小金井行き「浅間山公園」下車すぐ  ,0,,0,,,0,,0,,,,,2019-03-28
130001,0000000089,東京都,,善福寺川緑地,ゼンプクジリョクチ,,1003a,東京都杉並区成田東二・三・四丁目、成田西一・三・四丁目、荻窪一丁目,,35.690675,139.632405,03-3313-4247　,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。※営業時間等はサービスセンターへお問い合わせ下さい。,善福寺池を源とする善福寺川が、杉並区の中ほどで大きく蛇行する辺りに、川に沿って善福寺川緑地と和田掘公園が広がっています。帯状に続く二つの公園は、全長約4.2k。武蔵野の面影を残す木立と子供の広場が交互に配され、整備された遊歩道でつながっています。春のサクラから秋の紅葉まで、四季の変化を楽しみながらの散策に最適の公園です。,,https://www.tokyo-park.or.jp/park/format/index021.html,,166-0016,京王井の頭線「西永福」・「浜田山」下車　徒歩15分、関東バス（JR中野駅-吉祥寺駅） 「善福寺川緑地公園前」「杉並第二小前」「五日市街道営業所」下車、 「すぎ丸」バス（阿佐ヶ谷-浜田山）「児童交通公園入口」下車 ,0,,0,,,0,,0,,,,,2019-03-28
130001,0000000090,東京都,,善福寺公園,ゼンプクジコウエン,,1003a,東京都杉並区善福寺二・三丁目,,35.713434,139.591542,03-3396-0825,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。※営業時間等はサービスセンターへお問い合わせ下さい。,"善福寺池を中心にした公園。池の水は、かつては神田上水の補助水源として利用されたほど澄んでおり、湧水量も多く、武蔵野三大湧水池のひとつとして知られ ていました。池の名称は、昔、この付近にあった寺の名からとったと伝えられています。上の池と下の池に分かれ、両方で約37,000平方メートルあり、公園全 体の47％を占めます。池にはカモ、カイツブリ、バンなどの水鳥やカワセミも来ます。",,https://www.tokyo-park.or.jp/park/format/index010.html,,167-0041 ,JR「荻窪」から関東バス南善福寺行き　「善福寺公園前」下車JR「西荻窪」から関東バス、あるいは西武バス　上石神井駅行き（大泉学園駅行きも有り）「善福寺」下車　徒歩5分西武新宿線「上石神井」から関東バスあるいは西武バス西荻窪駅行き　「善福寺」下車　徒歩5分,0,,0,,,0,,0,,,,,2019-03-28
130001,0000000091,東京都,,祖師谷公園,ソシガヤコウエン,,1003a,東京都世田谷区上祖師谷三、四丁目・祖師谷六丁目・成城九丁目,,35.656911,139.599357,03-5384-1693,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。※営業時間等はサービスセンターへお問い合わせ下さい。,仙川左岸には、児童公園、運動広場などがあり、右岸のなだらかな傾斜地には原っぱと緑のエリアがひろがっています。 今後も造成が続く新しい公園です。この公園は、昭和18年8月に「祖師ケ谷緑地」として計画されましたが、その後「祖師ケ谷公園」として都市計画決定された計画面積53.33haの公園です。計画区域内にあった旧教育大学農場跡地を中心に、当面10ｈａの公園として事業化をはかり昭和50年6月1日に開園しました。その後周辺民有地の買収を進めながら、整備の終った部分から順次追加開園しています。 ,,https://www.tokyo-park.or.jp/park/format/index008.html,,157-0065,小田急線「成城学園前」駅から小田急バス　千歳船橋行き又は千歳烏山駅行き「駒大グラウンド前」下車 ,0,,0,,一部有料施設あり,0,,0,,,,,2019-03-28
130001,0000000092,東京都,,石神井公園,ダイバコウエン,,1003a,東京都港区台場一丁目10番1号,,139.604122,35.743429,03-5531-0852,,,,月火水木金土日,0:00,0:00,,お台場海浜公園は、台場公園(第3台場)と一体となって入り江を囲んで砂浜や磯が広がる公園です。四季を問わず楽しいひと時を過ごすことができ、特にお台場海浜公園から見る夕暮れ(サンセット)や夜景はとても優雅で美しく、あらゆる人の心を癒します。砂浜や芝生からのんびり眺めるのもよいですし、展望デッキやスカイウォークから眺めるのもお勧めです。 台場公園は国指定史跡である第3台場を公園として開放したものであり、海岸沿いの高台には、砲台跡、園内中央には、陣屋跡や火薬庫跡、かまど跡があり歴史を感じることができます。この第3台場は隣接する第6台場とともに「品川台場」として、2017年4月に続日本100名城に選定されました。なお、第6台場は植物や野鳥の宝庫になっており、学術的にも貴重な場所として保全のため立入禁止となっています。,,http://www.tptc.co.jp/park/01_02,,135-0091,西武池袋線「石神井公園」下車徒歩7分／西武新宿線「上井草」より長久保行きバス「三宝寺池」下車／石神井公園行きバス「石神井公園」下車,1,"お台場海浜公園北口駐車場(台場公園寄り,244台)、お台場海浜公園中央駐車場(お台場海浜公園隣接,101台)があります。 利用時間：北口駐車場、公園内中央駐車場共に24時間。料金：北口・公園内中央駐車場共に2時間600円、以後30分ごとに150円加算となります。(北口のみ24時間最大1,500円)。台数：北口駐車場244台、公園内中央駐車場101台。障害者手帳(身体障害者手帳、愛の手帳・療育手帳、精神障害者保健福祉手帳)の交付を受けている方は、利用料金が免除されます。 駐車券をお取りいただいたうえ、出庫時に、駐車券とともにお手持ちの手帳(原本)を出口の詰所内係員にご提示ください。",0,,,0,,0,,,,,2019-03-28
130001,0000000093,東京都,,滝山公園,タキヤマコウエン,,1003a,東京都八王子市高月町、丹木町二、三丁目,,35.701454,139.330101,042-623-1615,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。※営業時間等はサービスセンターへお問い合わせ下さい。,多摩川と秋川の合流付近、丘陵地形を生かした中世の山城があったところで、自然の素晴らしさもさることながら、歴史ファンにもたいへん人気がある公園です。美しい緑の山道を歩きながら「千畳敷」、「信濃屋敷跡」などの遺構を訪ねるのもいいでしょう。春の桜、ヤマツツジなども見事です。公園全体が「都立滝山自然公園」の中にあります。,,https://tamaparks.com/takiyama/,,192-0002,JR中央線「八王子」または京王線「京王八王子」から西東京バス（ひよどり山トンネル経由）戸吹行き「滝山城址下」下車　徒歩15分 ,0,,0,,,0,,0,,,,,2019-03-28
130001,0000000094,東京都,,玉川上水緑道,タマガワジョウスイリョクドウ,,1003a,東京都福生市、昭島市、立川市、小平市、三鷹市、武蔵野市、杉並区,,35.671987,139.664898,0422-31-6457,,,,月火水木金土日,0:00,0:00,,玉川上水に沿って造られた緑道です。江戸時代に江戸の人口が増えて井戸や小川だけでは飲料水を賄えなくなったため、江戸幕府は多摩川の水を江戸に引くことを計画しました。承応2年（1653年）に玉川庄右衛門、清右衛門の二人の兄弟が完成させたといわれており、以後玉川上水と呼ばれるようになりました。 上水は取水口である多摩川の羽村から四谷大木戸までの43kmに及ぶものですが、この間の落差が小さく勾配が緩やかなため、うまく水を流すのに苦心したと伝えられています。  現在、玉川上水緑道として開園されているのは、杉並区の浅間橋から福生市の平和橋までの約24kmです。しかし、かつての上水の面影を求めて、さらに上流を散策することもできます。 ,,http://musashinoparks.com/kouen/tamagawa/,,156-0041,JR中央線「三鷹」 西武国分寺線「鷹の台」  西武拝島線・多摩都市モノレール「玉川上水」 JR青梅線・西武拝島線「拝島」 ,0,,0,,,0,,0,,,,,2019-03-28
130001,0000000095,東京都,,東京臨海広域防災公園,トウキョウリンカイコウイキボウサイコウエン,,1003a,東京都江東区有明3丁目8番35号,,35.6804,139.769017,03-3529-2180 ,,,,月火水木金土日,6:00,20:00,"【園地】年末年始および臨時休園日があります。【防災体験学習施設】利用時間 9:30～17:00（入場は16:30まで）休館日は月曜日（月曜日が祝日の場合は開館し、翌日休館）※年末年始および臨時休館日があります。 
",東京臨海広域防災公園は、首都直下地震等の大規模な災害発生時に、現地における被災情報のとりまとめや災害応急対策の調整を行う「災害現地対策本部」等が置かれる首都圏広域防災のヘッドクォーター及び広域支援部隊等のベースキャンプ、災害医療の支援基地として、東扇島地区（川崎市）の物流コントロールセンターと一体的に機能する防災拠点施設です。事業にあたっては、平常時の活用も考慮して、都市公園事業により国土交通省と東京都が役割分担を行い、下記のように整備されています。（1）平常時には関係機関が連携して防災に関する情報交換や各種シミュレーション・訓練など、発災時に備えた活動を行う場（2）広く国民がさまざまな体験・学習・訓練を通じて、防災への関心を高め、実際に災害に対応できる知識や知恵、技術、自助・共助の心を習得する場（3）臨海副都心の都市集積・集客性を生かした魅力ある空間国営公園の面積は6.7ha、都立公園の面積は6.5haであり、合計13.2haになります。,,http://www.tokyorinkai-koen.jp/,,135-0063,東京臨海高速鉄道りんかい線「国際展示場」駅より徒歩4分ゆりかもめ東京臨海新交通臨海線「有明」駅より徒歩2分,0,団体バスで駐車場をご利用の場合は、事前予約が必要となります。くわしくはこちらをご覧ください。,0,,,0,,0,,,,,2019-03-28
130001,0000000096,東京都,,舎人公園,トネリコウエン,,1003a,東京都足立区舎人公園、西伊興町ほか,,35.797451,139.772165,03-3857-2308,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。※営業時間等はサービスセンターへお問い合わせ下さい。,舎人公園は、東京にありながら広がる空と多様な自然が楽しめる、くつろぎの空間です。みどりと水に恵まれた敷地は現在も造成が進み、最終的な計画では、69.5ヘクタールに及ぶ予定です。現在はスポーツ施設、様々な広場、池などが整備された約61.2ヘクタールを開園しています。,,https://www.tokyo-park.or.jp/park/format/index024.html,,121-0837,日暮里・舎人ライナー「舎人公園駅」下車 東武スカイツリーライン竹ノ塚駅から東武バス「入谷循環」で「中入谷」下車 東武スカイツリーライン西新井駅から足立コミュニティバス「舎人団地行」で「舎人公園東」「舎人公園」下車,1,"【舎人公園第一駐車場】営業時間：24時間。利用料金：高額紙幣（一万円札、五千円札、二千円札）はご使用になれません。普通車1時間まで200円、以後30分毎に100円。7時間以上24時間まで1,400円※24時間経過以降は、当該料金を繰り返し加算します。バス2時間まで1,000円、以後30分毎に500円。7時間以上24時間まで6,000円。※24時間経過以降は、当該料金を繰り返し加算します。※駐車台数に限りがありますので、事前にお問い合わせください。 駐車台数96台（うち身障者用5台） 【舎人公園第二駐車場】営業時間：24時間。利用料金：高額紙幣（一万円札、五千円札、二千円札）はご使用になれません。 普通車1時間まで200円、以後30分毎に100円。7時間以上24時間まで1,400円。※24時間経過以降は、当該料金を繰り返し加算します。駐車台数46台（うち身障者用3台） 。",0,,一部有料施設あり,0,,0,,,,,2019-03-28
130001,0000000097,東京都,,富山公園,トヤマコウエン,,1003a,東京都新宿区戸山一・二・三丁目、新宿区大久保三丁目,,35.707707,139.705066,03-3200-1702,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。※営業時間等はサービスセンターへお問い合わせ下さい。,山手線内で一番標高の高い箱根山。この箱根山を中心とした箱根山地区と、明治通りを隔てた広場・大久保地区に分かれています。,,https://www.tokyo-park.or.jp/park/format/index002.html,,169-0072,JR山手線「新大久保」・東京メトロ東西線「高田馬場」(T03)下車　徒歩10分（大久保地区）、徒歩25分（箱根山地区)東京メトロ東西線「早稲田」(T04)下車　徒歩10分（箱根山地区） 都営地下鉄大江戸線「若松河田」(E03)下車　徒歩15分（箱根山地区） 東京メトロ副都心線 「西早稲田」下車　徒歩6分（大久保地区）,0,,0,,,0,,0,,,,,2019-03-28
130001,0000000098,東京都,,中川公園,ナカヤマコウエン,,1003a,東京都足立区中川五丁目,,35.774755,139.845443,03-3629-8164,,,,月火水木金土日,0:00,0:00,,都立中川公園は、西側に環七通りが走るA地区と、東側に中川が流れるB地区に分かれています。A地区は中川水再生センターの周囲及び屋上にあり、眺望の開けた空間が見られます。ここにはロープジャングルなどの遊具や学校農園があります。B地区は運動広場、果樹の森などいくつかのゾーンに分かれており、近隣の方々の憩いの場所となっております。,,http://tokyo-eastpark.com/nakagawa/,,120-0002,JR常磐線「亀有」下車　徒歩15分,1,有料。24時間利用可。大型車不可。駐車台数：50台。身障者用1台有。料金：一時間まで200円、以降30分ごとに100円,0,,,0,,0,,,,,2019-03-28
130001,0000000099,東京都,,中藤公園,ナカフジコウエン,,1003a,東京都武蔵村山市中央4・5 丁目地内,,35.759998,139.389301,042-531-2325,,,,月火水木金土日,0:00,0:00,野山北・六道山公園インフォメーションセンター（管理所)は開館時間 8:30 ?17:30、休館日は年末年始,中藤公園は、狭山丘陵の中央南部に位置しています。西に野山北・六道山公園、東に東大和公園や狭山公園といった都市公園・緑地があり、北側の多摩湖（村山貯水池）を含めた、狭山丘陵の水と緑のネットワークを形成するうえで重要な役割を担っています。 園内は、クヌギ、コナラを中心とした雑木林で、多様な生きものが生育できる自然豊かな環境となっています。開園予定の谷戸には、番太池、赤坂池などのほか、大多羅法師の井戸、吉祥山など歴史・文化資源も有しています。,,https://www.sayamaparks.com/nakato/,,208-0032,多摩モノレール「上北台」から市内循環バス(MM シャトル)で市民総合体育館行き「かたくりの湯入口」下車,0,,0,,,0,,0,,,,,2019-03-28
130001,0000000100,東京都,,長沼公園,ナガヌマコウエン,,1003a,東京都八王子市長沼町・下柚木・堀之内,,35.638301,139.368525,042-375-1240,,,,月火水木金土日,0:00,0:00,野山北・六道山公園インフォメーションセンター（管理所)は開館時間 8:30 ?17:30、休館日は年末年始,この公園は、高低差が100mにも及ぶ丘陵地の北斜面にあります。尾根や丘陵上の広場からは、奥多摩の山々や浅川の流れる八王子市街、中央線や京王線の電車が模型電車のように走っていく光景を見ることができます。 公園全体をおおう深い雑木林は、クヌギやコナラが中心ですが、その中に何本かのコブシの大木があります。春に大きなコブシの木が、枝いっぱいに白い花をつける様は印象的です。京王線長沼駅にでる麓と丘陵の尾根をつなぐのは、沢伝いの園路。沢の景観は変化に富み、ときに広い谷間を作り、あるところは10m以上もの崖になっていて、自然の山道と変わらない雰囲気をかもしだしています。,,https://www.tokyo-park.or.jp/park/format/index067.html,,192-0907,京王線「長沼」下車　徒歩5分 ,1,営業時間9：00～16：30。利用料金：無料。バス利用不可。駐車台数10台 ,0,,,0,,0,,,,,2019-03-28
130001,0000000101,東京都,,野川公園,ノガワコウエン,,1003a,東京都調布市野水一・二丁目、小金井市東町一丁目、三鷹市大沢二・三・六丁目,,35.68334,139.525446,0422-31-6457 ,,,,月火水木金土日,0:00,0:00,,豊かな水と緑に恵まれた野趣に富む公園です。野川公園の前身は、国際基督教大学のゴルフ場です。昭和49年からゴルフ場を買収し、その周辺の神代植物公園、武蔵野公園、多磨霊園、調布飛行場、浅間山公園、府中の森公園などの緑地を含め「武蔵野の森構想」のもとに造成を行い、昭和55年6月に開園しました。 この公園は、調布、小金井、三鷹の三市にまたがり、野川と都道246号線（東八道路）とで三つの地区に分かれています。国分寺崖線に接し、豊かな自然が残されている野川の北側、野川と都道にはさまれた起伏のある芝生広場、そして広々とした芝生広場とテニスコート・アスレチックのある南側。 緑にひたり、のびのびした気分を味わうことができます。,,http://musashinoparks.com/kouen/nogawa/,,181-0015,西武多摩川線「新小金井」または「多磨」下車　徒歩15分 京王バス（調布－武蔵小金井）「野川公園一之橋」下車 小田急バス（三鷹－武蔵小金井）「野川公園一之橋」下車 小田急バス（三鷹－朝日町・朝日町三丁目・車返団地）「野川公園入口」下車 ,1,駐車場（有料、233台（うち身障者用4台））,0,,,0,,0,,,,,2019-03-28
130001,0000000102,東京都,,野山北・六道山公園,ノヤマキタ・ロクドウヤマコウエン,,1003a,東京都武蔵村山市三ツ木4-2,,35.765884,139.379757,042-531-2325,,,,月火水木金土日,0:00,0:00,野山北・六道山公園インフォメーションセンター（管理所)は開館時間 8:30 ?17:30、休館日は年末年始,野山北・六道山公園は、首都圏に残された「緑の島」都立狭山自然公園の西端にあり、雑木林と谷戸（丘陵に切れ込んだ谷間）の組合せによって、豊かな自然が残された都立で最大の都市公園です。カタクリの群生地やホタルの生息地、里山民家や岸たんぼといった、貴重な里山の風景が広がっており、里山の生活や文化を体験できるほか、ハイキングや野鳥観察、森遊びなど様々な楽しみ方ができる公園となっています。,,http://www.sayamaparks.com/noyama/,,208-0032 ,JR中央線 立川駅から（バス・徒歩 約50min）  JR八高線 箱根ヶ崎駅から（バス・徒歩 約30min）  多摩モノレール上北台駅から（バス・徒歩 約35min）  西武拝島線 東大和市駅から（バス・徒歩 約45min）,1,駐車場は無料です。駐車場スペースには限りがありますので、公共の交通機関をご利用ください。赤坂駐車場：34台（身障者用4台）、利用時間 9:00?16:00（3?9月は16:30）。里山民家駐車場：40台（身障者用2台）、利用時間9:00?16:30（3?9月は17:00）。石畑駐車場：23台（うち身障者用1台）。天王山東台駐車場：19台。夕日台駐車場：21台。峰田駐車場：16台。西口駐車場：28台、利用時間9:00?16:00（3?9月は16:30）,0,,,0,,0,,,,,2019-03-28
130001,0000000103,東京都,,八国山緑地,ハチコクヤマリョクチ,,1003a,東京都東村山市諏訪町2・3丁目、多摩湖町4丁目,,35.766772,139.454934,042-393-0154,,,,月火水木金土日,0:00,0:00,狭山公園パークセンター（管理所）は開館時間 8:30 ?17:30、休館日は年末年始,八国山緑地は、なだらかに広がる狭山丘陵の東端に位置しています。園内全体がコナラ、クヌギ等の雑木林になっており、さまざまな野鳥や昆虫が見られます。また、今なお江戸時代の地形や道筋などが残っており、当時の姿を今に伝えています。 　 八国山緑地の名は、上野、下野、常陸、安房、相模、駿河、信濃、甲斐の八カ国の山々が眺望できたことに由来する、と言われています。このあたりは、鎌倉時代の古戦場といわれ、山頂には、源氏の武将・新田義貞の武蔵野征討を偲ぶ将軍塚が建立されています。,,http://www.sayamaparks.com/hachikokuyama/,,189-0026,西武西武園線 西武園駅から（徒歩 約5min）,0,,0,,,0,,0,,,,,2019-03-28
130001,0000000104,東京都,,東綾瀬公園,ヒガシアヤセコウエン,,1003a,東京都足立区東綾瀬一・二・三丁目、 綾瀬三・五・六丁目、谷中一丁目,,35.770235,139.832565,03-3605-0005,,,,月火水木金土日,0:00,0:00,,綾瀬駅前から点在する広場を遊歩道がつなぎ、Ｕ字型の形になっているのが東綾瀬公園です。かつては水田でしたが、区画整理事業から生み出された土地が都立公園となりました。 公園の全長は約２kmで、園内には、サクラ、ラクウショウ、モミジバフウ、ツツジなど季節感を味わえる樹々が植えられています。 公園西側の散歩道沿いには、花畑川を水源とするかつての農業用水を生かしたせせらぎが流れ、多目的広場などが設置されています。また、公園北側周辺には緑に囲まれた各種の運動施設があります。 地域と連携した防災公園として防災トイレ、カマドベンチ等を有し、充実したスポーツ施設と四季折々の植物で寛ぎのスペースとなっています。 三世代スポーツ公園として野球場、テニスコート、武道館、温水プールなどを備えており、年齢を問わず楽しめる公園です。,,http://tokyo-eastpark.com/higashiayase/,,120-0004 ,東京メトロ千代田線「綾瀬」(C19)下車　徒歩1分（サービスセンターまで18分）,1,有料。24時間利用可。大型車不可。駐車台数107台。身障者用4台有。料金一時間まで300円、以降30分ごとに100円,0,,,0,,0,,,,,2019-03-28
130001,0000000105,東京都,,東白鬚公園,ヒガシシラヒゲコウエン,,1003a,東京都墨田区堤通二丁目,,35.733687,139.814077,03-3614-4467,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。※営業時間等はサービスセンターへお問い合わせ下さい。,墨田区の北端、隅田川に沿うような南北に細長い公園で、緑とレクリエーションの場です。 公園の東側には、13階建の高層住宅が並びます。公園と住宅、そしてリハビリ専門病院等をあわせ、この区域一帯は、江東デルタ地区の防災拠点。もし大地震や火災が起きた時には、公園は避難広場となります。,,http://www.tokyo-park.or.jp/park/format/index012.html,,131-0034,東武スカイツリーライン「鐘ヶ淵」下車　徒歩7分,0,,0,,,0,,0,,,,,2019-03-28
130001,0000000106,東京都,,東伏見公園,ヒガシフシミコウエン,,1003a,東京都西東京市東伏見一丁目,,35.728728,139.557041,0422-31-6457,,,,月火水木金土日,0:00,0:00,,東伏見公園は西東京市東部に位置する新しい都立公園です。公園の近くには特別緑地保全地区に指定されている東伏見稲荷神社の森や、石神井川が隣接するなど、緑と水に恵まれた立地条件にあります。 現在はのびのびと体を動かせる多目的広場や展望の良い休憩施設、遊具などがご利用いただけます。今後、恵まれた周辺環境を活かした整備を進めていくことでさまざまなレクリエーションが楽しめ、災害時には様々な活動の拠点としての役割を果たす公園となっていきます。,,https://musashinoparks.com/kouen/higashifushimi/,,202-0021,西武新宿線「西武柳沢」下車　徒歩10分、「東伏見」下車　徒歩10分JR「吉祥寺」から西武バス　保谷行き、西武池袋線「保谷」から西武バス　吉祥寺行き「千駄山住宅」下車、JR「吉祥寺」「三鷹」から柳沢行き「東伏見稲荷神社」下車　徒歩10分,0,,0,,,0,,0,,,,,2019-03-28
130001,0000000107,東京都,,東村山中央公園,ヒガシムラヤマチュウオウコウエン,,1003a,東京都東村山市富士見町五丁目・美住町一丁目,,35.747927,139.459004,042-392-7322,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。※営業時間等はサービスセンターへお問い合わせ下さい。,東村山中央公園は、武蔵野の自然が色濃く残るなか、この緑の保全と再生をめざして整備されました。 公園の東・西地区の樹林を中心として、バードサンクチュアリ、流れ、ゲートボール場、じゃぶじゃぶ池などがあります。また、狭山・境緑道に隣接しており、サイクリングロードのオアシスになっています。,,http://www.tokyo-park.or.jp/park/format/index051.html,,189-0024 ,西武多摩湖線　「八坂」下車　徒歩6分JR中央線「立川」北口から西武バス　久米川行き「合同宿舎前」下車　徒歩6分,1,駐車可能台数が10台程度ですので、なるべく公共機関をご利用ください。 ,0,,,0,,0,,,,,2019-03-28
130001,0000000108,東京都,,東大和公園,ヒガシヤマトコウエン,,1003a,東京都東大和市湖畔3丁目、高木1丁目、狭山3丁目,,35.756214,139.430354,042-393-0154,,,,月火水木金土日,0:00,0:00,狭山公園パークセンター（管理所）は開館時間 8:30 ?17:30、休館日は年末年始,東大和公園は、多摩湖の南にあり、狭山丘陵では最も美しい雑木林の残る場所です。昭和40年代後半に団地開発が計画された際に、多くの市民が東大和市とともにこの里山の自然を守りたいと東京都に働きかけ、都立最初の丘陵地公園として開園しました。それ以来、市民団体が長年、自然観察や植生の調査を行い、公園管理者と意見交換しながら雑木林の手入れに取り組むなど、多くの人の里山への思いによって守られています。  東大和公園は、雑木林の自然や文化、市民の思いを伝え発展させる野外博物館となっています。園内は「かんじるエリア」、「まなびのエリア」、「はぐくむエリア」の３つに分けられており、それぞれに魅力のある雑木林の姿に出会うことができます。,,http://www.sayamaparks.com/higashiyamato/,,207-0002,電車をご利用の場合JR中央線 立川駅から（バス・徒歩 約50min）  西武多摩湖線 武蔵大和駅から（徒歩 約15min）,0,,0,,,0,,0,,,,,2019-03-28
130001,0000000109,東京都,,東大和南公園,ヒガシヤマトミンミコウエン,,1003a,東京都東大和市桜が丘二・三丁目,,35.734226,139.42202,042-562-1498,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。※営業時間等はサービスセンターへお問い合わせ下さい。,米軍の大和基地跡地の一部を整備し開園した運動公園です。園内には、東大和市の文化財である旧日立航空機立川工場変電所が残されています。また、１２０種の樹木の新緑と花と実、紅葉を鑑賞できます。,,http://www.tokyo-park.or.jp/park/format/index052.html,,207-0022 ,西武拝島線・多摩モノレール「玉川上水」下車　徒歩5分JR中央線・JR青梅線・JR南武線・JR五日市線「立川」から立川バス 村山団地行き「玉川上水」下車　徒歩8分または西武バス南街行き「南街」下車　徒歩5分 ,1,営業時間：１月・２月・１１月・１２月→８：３０～１７：００、３月・４月・９月・１０月→８：３０～１７：３０、５月・８月→８：３０～１８：３０、６月・７月→８：３０～１９：００。利用料金：無料（夜間閉鎖）。バス駐車不可。駐車台数33台（身障者用2台）,0,,,0,,0,,,,,2019-03-28
130001,0000000110,東京都,,光が丘公園,ヒカリガオカコウエン,,1003a,東京都練馬区光が丘二・四丁目、旭町二丁目、板橋区赤塚新町三丁目,,35.765204,139.629503,03-3977-7638,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。※営業時間等はサービスセンターへお問い合わせ下さい。,公園計画は、昭和15年の紀元2600年記念の大緑地計画までさかのぼります。しかし太平洋戦争が始まり、計画は変更され、陸軍の｢成増飛行場｣が建設されました。 戦後グラントハイツとして米軍の管理下にありましたが、昭和48年に返還が完了し、総面積の約1/3が公園として確保されました。昭和56年から一斉に周辺の整備が開始され、小、中、高校が15校、公団、公社、都営住宅12000戸、都内有数の大団地となりました。,,https://www.tokyo-park.or.jp/park/format/index023.html,,179-0072,都営地下鉄大江戸線「光が丘」(E38)下車　徒歩8分、東武東上線「成増」・東京メトロ副都心線「地下鉄成増」(F02)・東京メトロ有楽町線「地下鉄成増」（Y02）下車徒歩15分 東武東上線「成増」（南口）から西武バスにて光が丘駅・練馬高野台駅・南田中車庫ゆき「光が丘公園北」下車,1,"営業時間24時間。利用料金：高額紙幣（一万円札、五千円札、二千円札）はご使用になれません。普通車1時間まで300円、以後30分毎に100円。バス1時間まで1,000円、以後30分毎に500円。駐車台数251台（うち身障者用5台）",0,,,0,,0,,,,,2019-03-28
